-75,210
-257,494
148,-209
-133,493
-80,-322
-119,-139
222,-53
153,-310
-149,-174
51,-144
-342,-106
-363,373
-323,-182
-79,35
307,-268
-41,-349
-69,-227
172,172
77,86
-59,484
-36,-311
-195,72
342,-184
257,-500
129,-217
-78,-100
262,209
-454,-412
-410,147
465,77
212,12
-325,-336
-451,-291
-486,-494
393,-292
-158,456
251,-343
261,-97
405,-479
3,328
47,-400
77,-489
327,-106
-308,446
-233,-44
370,-250
-488,-452
-420,-184
143,456
-432,438
-246,222
-140,-316
-147,373
304,452
211,-226
-5,-226
454,-410
417,197
-315,-418
215,-153
127,-171
-441,205
191,329
208,-240
-153,0
70,-296
-197,163
-483,402
-476,336
-236,-433
25,65
235,161
-458,263
316,315
-265,373
301,364
-397,200
365,-199
223,-43
-76,-178
430,-86
408,86
421,-345
79,-468
381,340
279,-274
-258,-343
-365,-489
-167,-37
55,-373
265,133
-391,-179
41,108
279,157
5,100
241,-475
196,-89
-194,303
-329,15
-445,-52
55,-341
460,-341
103,-461
-167,315
-287,-170
-357,-77
401,-413
-195,-471
323,81
-230,34
151,-78
449,469
70,30
-248,129
-325,-344
70,143
-60,74
156,431
274,-65
-300,-441
279,291
-249,-204
299,-29
-137,210
98,-289
362,5
212,-96
-298,134
126,-283
-52,382
422,-100
72,-319
-365,-498
-112,299
-356,221
320,-442
-216,301
-392,420
-455,68
-470,182
-447,-461
-299,270
270,129
-389,345
19,181
53,-216
50,-252
-110,463
-4,-94
229,490
-204,-58
13,-166
-50,37
181,-138
-216,-111
46,-185
-263,371
-192,-7
117,-59
230,134
-96,142
-88,278
-199,-13
414,38
-195,171
302,233
-486,-377
198,26
-223,-288
-442,176
-153,244
475,331
81,477
491,448
313,-264
258,-434
12,136
283,285
-67,481
-191,197
-77,480
-233,-385
-444,-5
342,-284
12,320
-230,-430
128,-324
206,-113
367,-445
19,350
92,-423
147,472
64,-475
327,-68
370,165
-386,-294
-13,321
-499,342
110,18
-205,448
-419,-355
-455,70
439,-311
302,185
-498,-298
-291,359
481,-176
-202,87
-181,-190
376,256
-395,404
-342,-35
-291,380
62,-252
55,-383
201,211
-180,45
376,-385
83,191
-489,-26
356,-320
-425,162
-413,-261
-33,-492
-153,263
-154,489
-344,-19
-420,-186
-204,326
-138,-53
16,-320
-388,-342
-54,437
445,-376
227,465
-109,-15
-48,-419
-457,214
14,253
171,-303
266,-421
-374,117
-209,-17
-179,196
368,212
473,338
-452,-267
-341,183
-106,91
22,284
-464,43
-277,-327
-460,-291
